Date,Time Start,Time End,Polygon-Location,Species,Count,Behavior,Notes,Observer,Longitude,Latitude
4/18/2018,7:36:00,.,SLOUGH MOUTH,BNST,2,,,"MH, JN",-119.8811246,34.41008198
4/18/2018,7:36:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.8809314,34.40927816
4/18/2018,7:37:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.8811688,34.40957367
4/18/2018,7:38:00,.,BEACH SOUTH,BARS,1,,,"MH, JN",-119.8809585,34.40969216
4/18/2018,7:38:00,.,BEACH SOUTH,CLSW,10,,,"MH, JN",-119.8809417,34.40966787
4/18/2018,7:38:00,.,SLOUGH MOUTH,GADW,2,,,"MH, JN",-119.8808155,34.40995238
4/18/2018,7:38:00,.,SLOUGH MOUTH,SNPL,2,,,"MH, JN",-119.8812319,34.40981533
4/18/2018,7:39:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8815506,34.4100451
4/18/2018,7:41:00,.,SLOUGH MOUTH,SNPL,38,,nn:wl,"MH, JN",-119.8816462,34.4102342
4/18/2018,7:45:00,.,SLOUGH MOUTH,SEPL,1,,,"MH, JN",-119.88137,34.41024765
4/18/2018,7:49:00,.,SLOUGH MOUTH,SNPL,12,,,"MH, JN",-119.8817965,34.41047722
4/18/2018,7:54:00,.,SLOUGH MOUTH,SEPL,3,,,"MH, JN",-119.8817571,34.41061482
4/18/2018,7:55:00,.,SLOUGH MOUTH,LESA,1,,,"MH, JN",-119.8818456,34.41056674
4/18/2018,7:56:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8820092,34.410695
4/18/2018,7:59:00,.,BEACH NORTH,AMPI,1,,,"MH, JN",-119.882689,34.41141101
4/18/2018,7:59:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8824523,34.41113061
4/18/2018,8:01:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8826768,34.41145107
4/18/2018,8:01:00,.,BEACH NORTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8828832,34.4115462
4/18/2018,8:02:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8828346,34.41143605
4/18/2018,8:04:00,.,BEACH NORTH,SNPL,2,,be (silver with blue paint and a number 78):wb,"MH, JN",-119.8829014,34.41166637
4/18/2018,8:11:00,.,BEACH NORTH,LESA,1,,,"MH, JN",-119.8830312,34.41176316
4/18/2018,8:11:00,.,BEACH NORTH,LESA,1,,,"MH, JN",-119.8832567,34.41198846
4/18/2018,8:11:00,.,BEACH NORTH,SNPL,3,,,"MH, JN",-119.8829723,34.41172691
4/18/2018,8:12:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8832387,34.41195611
4/18/2018,8:13:00,.,BEACH NORTH,LESA,2,,,"MH, JN",-119.8833399,34.41204058
4/18/2018,8:13:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8832911,34.4120368
4/18/2018,8:13:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8835099,34.41226615
4/18/2018,8:14:00,.,BEACH NORTH,LESA,1,,,"MH, JN",-119.8835027,34.41224835
4/18/2018,8:14:00,.,BEACH NORTH,LESA,1,,,"MH, JN",-119.8835298,34.41230884
4/18/2018,8:14:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8835093,34.41223378
4/18/2018,8:15:00,.,BEACH NORTH,KILL,1,,,"MH, JN",-119.8837333,34.41276497
4/18/2018,8:16:00,.,BEACH NORTH,LESA,1,,,"MH, JN",-119.8839197,34.41287228
4/18/2018,8:16:00,.,BEACH NORTH,SEPL,2,,,"MH, JN",-119.8839577,34.41281834
4/18/2018,8:16:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8838209,34.41276538
4/18/2018,8:16:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8838135,34.41282443
4/18/2018,8:17:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.884022,34.4129826
4/18/2018,8:20:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8843215,34.41328363
4/18/2018,8:20:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8843506,34.41333978
4/18/2018,8:22:00,.,BEACH NORTH,LESA,1,,,"MH, JN",-119.8846535,34.41373528
4/18/2018,8:22:00,.,BEACH NORTH,SNPL,2,,a (more like a light blue)b:a(light blue)p,"MH, JN",-119.8846592,34.41380811
4/18/2018,8:23:00,.,BEACH NORTH,SEPL,4,,,"MH, JN",-119.8847174,34.41378941
4/18/2018,8:23:00,.,BEACH NORTH,SOSP,1,Song Heard,,"MH, JN",-119.8844409,34.41381559
4/18/2018,8:29:00,.,BEACH NORTH,WHIM,1,,,"MH, JN",-119.8851434,34.414036
4/18/2018,9:07:00,.,DUNE POND,NOMO,2,,,"MH, JN",-119.8818452,34.41313596
4/18/2018,9:07:00,.,CYPRESS,WEME,1,,,"MH, JN",-119.8815955,34.4129377
4/18/2018,9:09:00,.,DUNE POND,AMWI,11,,,"MH, JN",-119.8817958,34.41342558
4/18/2018,9:09:00,.,DUNE POND,ANHU,1,,,"MH, JN",-119.8817345,34.4132487
4/18/2018,9:10:00,.,DUNE POND,BNST,2,,,"MH, JN",-119.8816026,34.41352083
4/18/2018,9:10:00,.,DUNE POND,WIPH,1,,,"MH, JN",-119.8820926,34.41336727
4/18/2018,9:11:00,.,DUNE POND,KILL,1,,,"MH, JN",-119.8815484,34.41358108
4/18/2018,9:12:00,.,DUNE POND,HOWR,1,Song Heard,,"MH, JN",-119.8816186,34.41344206
4/18/2018,9:13:00,.,DUNE POND,HOFI,1,Song Heard,,"MH, JN",-119.8816117,34.41312288
4/18/2018,9:13:00,.,DUNE POND,SPTO,1,,,"MH, JN",-119.8814915,34.41325421
4/18/2018,9:13:00,.,DUNE POND,WTKI,1,Flying Over,,"MH, JN",-119.8813087,34.41351348
4/18/2018,9:14:00,.,DUNE POND,RTHA,1,Flying Over,,"MH, JN",-119.8814001,34.41350077
4/18/2018,9:16:00,.,DUNE POND,COYE,1,,,"MH, JN",-119.881853,34.41325349
4/18/2018,9:16:00,.,DUNE POND,SOSP,1,Song Heard,,"MH, JN",-119.8814474,34.41319151
4/18/2018,9:18:00,.,DUNE POND,LAZB,1,,,"MH, JN",-119.8814422,34.41338566
4/18/2018,9:19:00,.,DUNE POND,BLPH,1,,,"MH, JN",-119.881566,34.41332269
4/18/2018,9:19:00,.,DUNE POND,RWBL,4,,,"MH, JN",-119.8820805,34.41342162
4/18/2018,9:19:00,.,DUNE POND,WREN,1,,,"MH, JN",-119.8818156,34.41325827
4/18/2018,9:20:00,.,DUNE POND,CALT,1,,,"MH, JN",-119.8813679,34.41326057
4/18/2018,9:21:00,.,DUNE POND,KILL,1,,,"MH, JN",-119.8815278,34.41369755
4/18/2018,9:22:00,.,DUNE POND,HOFI,1,,2 observations of CNM to a euc 12 m up,"MH, JN",-119.8812504,34.41326881
4/18/2018,9:23:00,.,DUNE POND,HOFI,2,,,"MH, JN",-119.8811799,34.41337511
4/18/2018,9:29:00,.,DUNE POND,NRWS,2,Adult,,"MH, JN",-119.8823308,34.4134522
4/18/2018,9:32:00,.,DUNE POND,SOSP,1,,,"MH, JN",-119.8811524,34.41356725
4/18/2018,9:32:00,.,DUNE POND,TRES,2,,,"MH, JN",-119.8818709,34.41363574
4/18/2018,9:33:00,.,DUNE POND,BUSH,1,,,"MH, JN",-119.8813587,34.4131587
4/18/2018,9:40:00,.,CYPRESS,BUSH,1,,repeat observation from dune Pond,"MH, JN",-119.8809233,34.41298994
4/18/2018,9:41:00,.,CYPRESS,ACWO,1,,,"MH, JN",-119.8803675,34.41291794
4/18/2018,9:41:00,.,CYPRESS,CALT,1,,,"MH, JN",-119.8805793,34.41292217
4/18/2018,9:43:00,.,SYCAMORE,WTKI,2,,nesting,"MH, JN",-119.878046,34.41619534
4/18/2018,9:47:00,.,CYPRESS,AMGO,2,,,"MH, JN",-119.8802446,34.41293881
4/18/2018,9:47:00,.,CYPRESS,PUFI,1,,,"MH, JN",-119.8802223,34.41291436
4/18/2018,9:47:00,.,CYPRESS,PUFI,1,,,"MH, JN",-119.8802016,34.41293697
4/18/2018,9:48:00,.,CYPRESS,ANHU,1,,,"MH, JN",-119.8801238,34.41296079
4/18/2018,9:49:00,.,CYPRESS,AMGO,1,,,"MH, JN",-119.8802353,34.41294824
4/18/2018,9:53:00,.,CYPRESS,ANHU,1,,,"MH, JN",-119.8795177,34.41293777
4/18/2018,9:53:00,.,CYPRESS,TUVU,1,Flying Over,,"MH, JN",-119.880032,34.41327361
4/18/2018,9:54:00,.,CYPRESS,BEWR,1,,,"MH, JN",-119.8797509,34.41292462
4/18/2018,9:54:00,.,CYPRESS,HOFI,1,Song Heard,,"MH, JN",-119.8796118,34.41291745
4/18/2018,9:55:00,.,CYPRESS,CAKI,2,,CNM to cypress ,"MH, JN",-119.879409,34.41287562
4/18/2018,9:55:00,.,CYPRESS,CANG,3,Flying Over,,"MH, JN",-119.8797046,34.41296645
4/18/2018,9:55:00,.,CYPRESS,HOFI,1,,,"MH, JN",-119.8795293,34.41288398
4/18/2018,9:55:00,.,CYPRESS,NOMO,1,,,"MH, JN",-119.8792844,34.41286606
4/18/2018,9:56:00,.,CYPRESS,HOFI,2,,,"MH, JN",-119.8793684,34.41291028
4/18/2018,9:57:00,.,CYPRESS,ANHU,1,,,"MH, JN",-119.8790219,34.41290926
4/18/2018,9:57:00,.,CYPRESS,ANHU,1,,,"MH, JN",-119.8789524,34.41290687
4/18/2018,9:57:00,.,CYPRESS,SOSP,1,,,"MH, JN",-119.8789451,34.41289612
4/18/2018,9:59:00,.,CYPRESS,SELA,1,,,"MH, JN",-119.8788193,34.41290036
4/18/2018,10:00:00,.,CYPRESS,ANHU,2,,,"MH, JN",-119.8789117,34.41289271
4/18/2018,10:00:00,.,CYPRESS,CALT,2,,,"MH, JN",-119.8788229,34.41292002
4/18/2018,10:00:00,.,CYPRESS,WCSP,2,,,"MH, JN",-119.8789007,34.41287853
4/18/2018,10:04:00,.,CYPRESS,PUFI,1,,,"MH, JN",-119.8789276,34.41286591
4/18/2018,10:06:00,.,CYPRESS,HOWR,1,Song Heard,,"MH, JN",-119.8789157,34.41286538
4/18/2018,10:06:00,.,CYPRESS,YRWA,1,,,"MH, JN",-119.8788566,34.41282303
4/18/2018,10:08:00,.,CYPRESS,ACWO,2,,,"MH, JN",-119.8786539,34.41288444
4/18/2018,10:09:00,.,CYPRESS,BHCO,1,,,"MH, JN",-119.8786205,34.4129035
4/18/2018,10:09:00,.,CYPRESS,SELA,1,,,"MH, JN",-119.8785589,34.41293738
4/18/2018,10:09:00,.,CYPRESS,UNHU,2,,,"MH, JN",-119.8784844,34.41290562
4/18/2018,10:09:00,.,CYPRESS,YRWA,2,,,"MH, JN",-119.8785666,34.41292256
4/18/2018,10:10:00,.,CYPRESS,YRWA,2,,,"MH, JN",-119.8785569,34.41295254
4/18/2018,10:11:00,.,CYPRESS,CALT,2,,,"MH, JN",-119.8784597,34.41304499
4/18/2018,10:11:00,.,CYPRESS,MODO,1,,,"MH, JN",-119.878408,34.4129723
4/18/2018,10:11:00,.,WILLOWS,WCSP,1,,,"MH, JN",-119.8782617,34.4130669
4/18/2018,10:12:00,.,WILLOWS,WESJ,2,,,"MH, JN",-119.8780171,34.41291154
4/18/2018,10:13:00,.,CYPRESS,MODO,2,,,"MH, JN",-119.8784728,34.4129831
4/18/2018,10:13:00,.,WILLOWS,YRWA,1,,,"MH, JN",-119.8781888,34.41314023
4/18/2018,10:15:00,.,WILLOWS,SELA,1,,,"MH, JN",-119.8781816,34.41296842
4/18/2018,10:16:00,.,CYPRESS,NOMO,1,,,"MH, JN",-119.8795284,34.41291513
4/18/2018,10:22:00,.,WEST SIDE,GBHE,2,Under Parental Care,2 chick begging from parent ,"MH, JN",-119.8774613,34.4135978
4/18/2018,10:22:00,.,WEST SIDE,WESJ,2,,,"MH, JN",-119.8775383,34.41363343
4/18/2018,10:23:00,.,WEST SIDE,GBHE,1,,adult feeding chicks,"MH, JN",-119.8774527,34.41359896
4/18/2018,10:26:00,.,WEST SIDE,ANHU,1,,,"MH, JN",-119.8778598,34.41341102
4/18/2018,10:26:00,.,WEST SIDE,WREN,1,,,"MH, JN",-119.8779902,34.41336522
4/18/2018,10:28:00,.,WEST SIDE,GBHE,1,,adult sitting on nest,"MH, JN",-119.8774916,34.41363625
4/18/2018,10:29:00,.,WEST SIDE,GBHE,1,,unclear if adult or chick on nest,"MH, JN",-119.8774663,34.41361775
4/18/2018,10:40:00,.,WEST SIDE,GBHE,1,,unclear of adult or chick ( total of 4 GBHE nests),"MH, JN",-119.8774654,34.41366701
4/18/2018,10:42:00,.,WEST SIDE,CALT,2,Pair,,"MH, JN",-119.8778819,34.41395666
4/18/2018,10:44:00,.,WEST SIDE,ANHU,1,,,"MH, JN",-119.8778637,34.41391025
4/18/2018,10:44:00,.,WEST SIDE,CALT,2,Pair,,"MH, JN",-119.8783808,34.41401359
4/18/2018,10:45:00,.,WEST SIDE,WREN,1,Song Heard,male,"MH, JN",-119.8785377,34.41431911
4/18/2018,10:46:00,.,WEST SIDE,SOSP,1,,,"MH, JN",-119.8787025,34.41446557
4/18/2018,10:48:00,.,WEST SIDE,CALT,2,Pair,,"MH, JN",-119.8778171,34.41499008
4/18/2018,10:50:00,.,WEST SIDE,ANHU,1,,,"MH, JN",-119.877374,34.41526189
4/18/2018,11:00:00,.,WEST SIDE,ANHU,1,,j swooped ,"MH, JN",-119.8770108,34.41573581
4/18/2018,11:00:00,.,WEST SIDE,CALT,2,Pair,,"MH, JN",-119.877102,34.4156148
4/18/2018,11:01:00,.,WEST SIDE,ANHU,1,,,"MH, JN",-119.8771813,34.41575435
4/18/2018,11:02:00,.,SYCAMORE,HOOR,1,Song Heard,,"MH, JN",-119.8768456,34.41600837
4/18/2018,11:07:00,.,SYCAMORE,AMGO,3,,,"MH, JN",-119.8774865,34.41616182
4/18/2018,11:07:00,.,SYCAMORE,CALT,1,,,"MH, JN",-119.877427,34.41625116
4/18/2018,11:07:00,.,SYCAMORE,UNHU,1,,,"MH, JN",-119.8773563,34.41627911
4/18/2018,11:08:00,.,SYCAMORE,BEWR,1,,,"MH, JN",-119.8776332,34.41632192
4/18/2018,11:11:00,.,WEST SIDE,CALT,1,,,"MH, JN",-119.8776452,34.416907
4/18/2018,11:11:00,.,WEST SIDE,SOSP,1,Song Heard,,"MH, JN",-119.8776349,34.41678741
4/18/2018,11:12:00,.,WEST SIDE,AMCR,2,,,"MH, JN",-119.8772785,34.41679088
4/18/2018,11:12:00,.,WEST SIDE,COYE,1,,,"MH, JN",-119.8774721,34.41673717
4/18/2018,11:21:00,.,OAK RESTORATION,WEBL,1,,,"MH, JN",-119.8779457,34.41725304
4/18/2018,11:24:00,.,OAK RESTORATION,BLPH,1,,,"MH, JN",-119.8799023,34.41751788
4/18/2018,11:24:00,.,OAK RESTORATION,CAKI,1,,,"MH, JN",-119.8797779,34.41735917
4/18/2018,11:26:00,.,OAK RESTORATION,LEGO,1,,,"MH, JN",-119.8812897,34.41740898
4/18/2018,11:27:00,.,OAK RESTORATION,GBHE,1,,,"MH, JN",-119.8815897,34.41757761
4/18/2018,11:37:00,.,OAK RESTORATION,HOFI,1,,,"MH, JN",-119.8811621,34.41661531
4/18/2018,11:38:00,.,OAK RESTORATION,CALT,1,,,"MH, JN",-119.8811576,34.41650647
4/18/2018,11:38:00,.,OAK RESTORATION,HOFI,1,,,"MH, JN",-119.8812158,34.41643268
4/18/2018,11:38:00,.,OAK RESTORATION,MODO,1,,,"MH, JN",-119.8812695,34.41648618
4/18/2018,11:41:00,.,OAK RESTORATION,BUSH,1,,CNM (carrying nest material) to Euc ,"MH, JN",-119.8812158,34.41657473
4/18/2018,11:42:00,.,OAK RESTORATION,ANHU,1,Female,,"MH, JN",-119.8809877,34.4164788
4/18/2018,11:43:00,.,OAK RESTORATION,ANHU,1,Male,,"MH, JN",-119.8810325,34.41652301
4/18/2018,11:44:00,.,OAK RESTORATION,HOFI,1,Song Heard,,"MH, JN",-119.8809018,34.41634448
4/18/2018,11:44:00,.,OAK RESTORATION,MODO,1,,,"MH, JN",-119.8808834,34.41626987
4/18/2018,11:46:00,.,OAK RESTORATION,BEWR,1,,,"MH, JN",-119.8811891,34.41580864
4/18/2018,11:46:00,.,OAK RESTORATION,BUSH,1,,,"MH, JN",-119.8811906,34.41591066
4/18/2018,11:46:00,.,OAK RESTORATION,GCSP,1,,,"MH, JN",-119.8811958,34.41575947
4/18/2018,11:46:00,.,OAK RESTORATION,HOFI,2,Pair,,"MH, JN",-119.8812273,34.4158961
4/18/2018,11:48:00,.,OAK RESTORATION,WCSP,1,,,"MH, JN",-119.8811884,34.41580537
4/18/2018,11:50:00,.,OAK RESTORATION,COHA,1,,chased off accipitor sp (probably SSHA),"MH, JN",-119.8811608,34.41534006
4/18/2018,11:51:00,.,OAK RESTORATION,UAHA,1,Flying Over,accipitor species (probably SSHA),"MH, JN",-119.8811013,34.41508666
4/18/2018,11:52:00,.,OAK RESTORATION,COYE,1,,,"MH, JN",-119.8806116,34.41564912
4/18/2018,11:56:00,.,OAK RESTORATION,LEGO,1,,,"MH, JN",-119.8804839,34.41647323
4/18/2018,11:57:00,.,OAK RESTORATION,CALT,1,,,"MH, JN",-119.8805894,34.4163103
4/18/2018,11:57:00,.,OAK RESTORATION,LEGO,1,,,"MH, JN",-119.8805705,34.41635271
4/18/2018,11:58:00,.,OAK RESTORATION,COHU,1,,,"MH, JN",-119.8804377,34.41620683
4/18/2018,12:01:00,.,OAK RESTORATION,COYE,1,,,"MH, JN",-119.880119,34.41623001
4/18/2018,12:02:00,.,OAK RESTORATION,SOSP,1,,,"MH, JN",-119.8800792,34.41631325
4/18/2018,12:02:00,.,OAK RESTORATION,SOSP,1,Song Heard,,"MH, JN",-119.8803676,34.41645564
4/18/2018,12:02:00,.,OAK RESTORATION,SOSP,1,Song Heard,,"MH, JN",-119.8800221,34.41633133
4/18/2018,12:05:00,.,OAK RESTORATION,SOSP,1,,,"MH, JN",-119.8801104,34.41670855
4/18/2018,12:10:00,.,OAK RESTORATION,CALT,2,Pair,,"MH, JN",-119.8790047,34.41740478
5/29/2018,6:36:00,.,BEACH SOUTH,WEGU,9,,,"MH, JN",-119.8792076,34.40748296
5/29/2018,6:37:00,.,BEACH SOUTH,BBPL,2,,,"MH, JN",-119.8791485,34.40743207
5/29/2018,6:38:00,.,BEACH SOUTH,CAGU,1,,,"MH, JN",-119.8790749,34.40731541
5/29/2018,6:39:00,.,BEACH SOUTH,SEPL,1,,,"MH, JN",-119.8790605,34.40740063
5/29/2018,6:41:00,.,BEACH SOUTH,KILL,1,,,"MH, JN",-119.8793647,34.40762626
5/29/2018,6:42:00,.,BEACH SOUTH,SEPL,2,,,"MH, JN",-119.8795081,34.40768308
5/29/2018,6:42:00,.,BEACH SOUTH,SNPL,5,,,"MH, JN",-119.8793905,34.40767834
5/29/2018,6:46:00,.,BEACH SOUTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8803144,34.40848795
5/29/2018,6:46:00,.,BEACH SOUTH,SNPL,2,,,"MH, JN",-119.8804059,34.40848667
5/29/2018,6:47:00,.,BEACH SOUTH,BARS,1,,,"MH, JN",-119.8804407,34.40858737
5/29/2018,6:47:00,.,BEACH SOUTH,SNPL,2,,,"MH, JN",-119.8803115,34.40853529
5/29/2018,6:51:00,.,BEACH SOUTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8809596,34.40934241
5/29/2018,6:51:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.8809775,34.40937361
5/29/2018,6:51:00,.,BEACH SOUTH,SNPL,2,,,"MH, JN",-119.8812602,34.40956245
5/29/2018,6:54:00,.,SLOUGH MOUTH,BBPL,1,,,"MH, JN",-119.8809894,34.40994461
5/29/2018,6:54:00,.,SLOUGH MOUTH,NRWS,1,,,"MH, JN",-119.8811607,34.40985966
5/29/2018,6:54:00,.,SLOUGH MOUTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8809982,34.41002601
5/29/2018,6:54:00,.,SLOUGH MOUTH,SNPL,2,,,"MH, JN",-119.8810301,34.41000959
5/29/2018,6:55:00,.,SLOUGH MOUTH,NRWS,1,,,"MH, JN",-119.8810261,34.40988507
5/29/2018,6:55:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8811375,34.41018857
5/29/2018,6:57:00,.,SLOUGH MOUTH,SNPL,2,Fledgling,,"MH, JN",-119.8815495,34.40999016
5/29/2018,6:57:00,.,SLOUGH MOUTH,SNPL,1,Under Parental Care,,"MH, JN",-119.8813027,34.41032185
5/29/2018,6:58:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8815177,34.40991627
5/29/2018,6:59:00,.,SLOUGH MOUTH,GBHE,1,,,"MH, JN",-119.8820908,34.41036158
5/29/2018,6:59:00,.,SLOUGH MOUTH,SEPL,1,,,"MH, JN",-119.8817703,34.4101363
5/29/2018,6:59:00,.,SLOUGH MOUTH,WEGU,4,,,"MH, JN",-119.8819077,34.4101792
5/29/2018,7:00:00,.,SLOUGH MOUTH,CLSW,5,Flying Over,,"MH, JN",-119.8809997,34.41019737
5/29/2018,7:00:00,.,SLOUGH MOUTH,SNPL,1,Under Parental Care,,"MH, JN",-119.8816111,34.41000197
5/29/2018,7:00:00,.,SLOUGH MOUTH,SNPL,2,,,"MH, JN",-119.8815932,34.40995763
5/29/2018,7:01:00,.,SLOUGH MOUTH,KILL,1,,,"MH, JN",-119.8816226,34.41055042
5/29/2018,7:02:00,.,SLOUGH MOUTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8818655,34.4102335
5/29/2018,7:03:00,.,SLOUGH MOUTH,SNPL,2,,,"MH, JN",-119.8819272,34.41025649
5/29/2018,7:04:00,.,SLOUGH MOUTH,SNPL,2,Pair,,"MH, JN",-119.8821023,34.41052578
5/29/2018,7:06:00,.,SLOUGH MOUTH,SNPL,1,Under Parental Care,,"MH, JN",-119.8814196,34.41063088
5/29/2018,7:06:00,.,SLOUGH MOUTH,SOSP,1,Song Heard,,"MH, JN",-119.8811967,34.41072283
5/29/2018,7:07:00,.,SLOUGH MOUTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8821322,34.41070641
5/29/2018,7:07:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8821103,34.41068178
5/29/2018,7:07:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8817659,34.41047652
5/29/2018,7:09:00,.,SLOUGH MOUTH,SEPL,1,,,"MH, JN",-119.8819839,34.41079588
5/29/2018,7:09:00,.,BEACH NORTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8825213,34.4110504
5/29/2018,7:09:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8825787,34.4110747
5/29/2018,7:11:00,.,BEACH NORTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8826267,34.41119161
5/29/2018,7:11:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8826765,34.41121953
5/29/2018,7:11:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8826924,34.41110787
5/29/2018,7:13:00,.,BEACH NORTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8829582,34.41169357
5/29/2018,7:13:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8829602,34.41171656
5/29/2018,7:17:00,.,BEACH NORTH,SNPL,3,Fledgling,,"MH, JN",-119.8836211,34.41232255
5/29/2018,7:17:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8835715,34.41225428
5/29/2018,7:18:00,.,BEACH NORTH,BARS,2,,,"MH, JN",-119.883653,34.41267446
5/29/2018,7:18:00,.,BEACH NORTH,TRES,1,,,"MH, JN",-119.8838202,34.41249384
5/29/2018,7:18:00,.,SLOUGH MOUTH,WEGU,1,,,"MH, JN",-119.8838361,34.41240681
5/29/2018,7:19:00,.,BEACH NORTH,SNPL,3,,,"MH, JN",-119.883866,34.41269416
5/29/2018,7:21:00,.,BEACH NORTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8841287,34.41309317
5/29/2018,7:21:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8841565,34.41310962
5/29/2018,7:22:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8842023,34.41316873
5/29/2018,7:22:00,.,BEACH NORTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8845419,34.41358768
5/29/2018,7:25:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8844961,34.4135977
5/29/2018,7:57:00,.,DUNE POND,SOSP,1,,,"MH, JN",-119.8814448,34.41332974
5/29/2018,7:58:00,.,DUNE POND,CAKI,1,,,"MH, JN",-119.8813774,34.41355619
5/29/2018,7:58:00,.,DUNE POND,COYE,1,,,"MH, JN",-119.8813801,34.41339424
5/29/2018,7:59:00,.,DUNE POND,HOFI,3,,,"MH, JN",-119.8811158,34.41348185
5/29/2018,7:59:00,.,DUNE POND,MODO,1,,,"MH, JN",-119.8812841,34.41321394
5/29/2018,8:00:00,.,DUNE POND,CATH,1,Song Heard,,"MH, JN",-119.8816325,34.41333572
5/29/2018,8:00:00,.,DUNE POND,MALL,2,Flying Over,,"MH, JN",-119.8815911,34.41347211
5/29/2018,8:00:00,.,DUNE POND,SOSP,3,,,"MH, JN",-119.8817683,34.41318228
5/29/2018,8:01:00,.,DUNE POND,UNGU,1,Flying Over,,"MH, JN",-119.8821048,34.41356006
5/29/2018,8:04:00,.,DUNE POND,SOSP,1,,,"MH, JN",-119.8817771,34.41325805
5/29/2018,8:05:00,.,DUNE POND,WEGU,1,Flying Over,,"MH, JN",-119.881972,34.41363069
5/29/2018,8:06:00,.,DUNE POND,CALT,2,,,"MH, JN",-119.8813018,34.41318011
5/29/2018,8:07:00,.,CYPRESS,LEGO,1,,,"MH, JN",-119.8807586,34.41281966
5/29/2018,8:08:00,.,CYPRESS,BUSH,1,,,"MH, JN",-119.8807704,34.41286106
5/29/2018,8:08:00,.,CYPRESS,SOSP,2,,,"MH, JN",-119.8807114,34.41286593
5/29/2018,8:09:00,.,CYPRESS,CALT,1,,,"MH, JN",-119.8806774,34.41292804
5/29/2018,8:09:00,.,CYPRESS,CALT,1,,,"MH, JN",-119.880459,34.41297991
5/29/2018,8:10:00,.,CYPRESS,ANHU,1,,,"MH, JN",-119.8801224,34.41294825
5/29/2018,8:10:00,.,CYPRESS,PUFI,1,Song Heard,,"MH, JN",-119.8804361,34.41289274
5/29/2018,8:10:00,.,CYPRESS,SBMU,1,,,"MH, JN",-119.8803357,34.41291222
5/29/2018,8:11:00,.,CYPRESS,BEWR,1,,,"MH, JN",-119.8803682,34.41290854
5/29/2018,8:11:00,.,CYPRESS,HOFI,1,,carrying nesting material into a Cypress,"MH, JN",-119.8803003,34.41287931
5/29/2018,8:12:00,.,CYPRESS,ANHU,1,,,"MH, JN",-119.8803372,34.41293443
5/29/2018,8:14:00,.,CYPRESS,HOFI,1,Male,,"MH, JN",-119.8802338,34.41292814
5/29/2018,8:15:00,.,CYPRESS,HOFI,1,Female,,"MH, JN",-119.880235,34.41293604
5/29/2018,8:15:00,.,CYPRESS,SOSP,1,,,"MH, JN",-119.8797377,34.41302758
5/29/2018,8:22:00,.,SYCAMORE,WTKI,2,Pair,"grabbed something from oak,flew off and dropped it","MH, JN",-119.8782119,34.41619232
5/29/2018,8:25:00,.,CYPRESS,HOFI,1,,,"MH, JN",-119.8787394,34.41289442
5/29/2018,8:25:00,.,CYPRESS,HOFI,3,,,"MH, JN",-119.8787777,34.41290074
